year,month,crime,count
2008,6,BANK,39
2008,6,BARRESTAURANT,5
2008,6,BICYCLE,10
2008,6,BODEGACONVENIENCE STORE,19
2008,6,BOOKMAK,1
2008,6,BOOKMAKIN,3
2008,6,BRIBERY,110
2008,6,BURGLARS TOOLS,12
2008,6,BURGLARY,1622
2008,6,BY FIR,8
2008,6,BY FIRE,44
2008,6,CAR JACKING,19
2008,6,CHAIN STORE,22
2008,6,CHECK,4
2008,6,CHECK CASHING BUSINESS,3
2008,6,CHILD,103
2008,6,CHILD ABANDONMENT,7
2008,6,CIGARETTE,3
2008,6,CIVILIAN,2393
2008,6,COERCION,17
2008,6,COMMERCIAL,359
2008,6,COMMERCIAL UNCLASSIFIED,96
2008,6,COMPUTER TAMPERTRESSPASS,2
2008,6,CONSPIRACY,3
2008,6,CONTEMPT,127
2008,6,CONTROLLED SUBSTANCE,1391
2008,6,COURSE OF SEXUAL CONDUCT AGAIN,2
2008,6,CRIMINAL,3440
2008,6,CRIMINAL CONTEMPT,360
2008,6,CRIMINAL DISPOSAL FIREARM,3
2008,6,CRIMINAL MISCHIEF,1369
2008,6,CRIMINAL MISCHIEF TH,734
2008,6,CRIMINAL SUB,16
2008,6,CUSTODIAL INTERFERENCE,29
2008,6,DAY,868
2008,6,DEVIATE,1
2008,6,DEVICE,4
2008,6,DISORDERLY CONDUCT,5
2008,6,DOCTORDENTIST OFFICE,1
2008,6,DRIVERS LICENSE,24
2008,6,DRUG,2
2008,6,DRUG PARAPHERNALIA,7
2008,6,DWELLING,35
2008,6,EAVESDROPPING,5
2008,6,EMPLOYING CHILDREN,2
2008,6,ENDANGERING WELFARE,95
2008,6,ESCAPE,5
2008,6,ETC,911
2008,6,ETC-MISD,114
2008,6,EXPLOSIVE,1
2008,6,EXPOSURE OF A PERSON,1
2008,6,FACILITATION,1
2008,6,FALSE REPORT,9
2008,6,FALSE REPORT BOMB,6
2008,6,FALSE REPORT UNCLASSIFIED,62
2008,6,FIRE,9
2008,6,FIREWORKS,16
2008,6,FORGERY,508
2008,6,FORGERY-ILLEGAL POSSESSION,3
2008,6,FRAUD,740
2008,6,FRAUDULENT,20
2008,6,GAMBLING,28
2008,6,GAS STATION,6
2008,6,GENERAL BUSINESS LAW,1
2008,6,GRAFFIT,734
2008,6,GRAFFITI ADMINISTRATIVE CODE-,2
2008,6,GRAND BY ACQUIRING LOS,40
2008,6,GRAND BY BANK ACCT COMPROMISE-REPRODUCED CHECK,125
2008,6,GRAND BY DISHONEST EMP,42
2008,6,GRAND BY EXTORTION,8
2008,6,GRAND BY FALSE PROMISE,27
2008,6,GRAND BY THEFT OF CREDIT CARD,382
2008,6,GRAND FROM BOAT,2
2008,6,GRAND FROM BUILDING NON-RESIDENCE UNATTENDED,1332
2008,6,GRAND FROM OPEN AREAS,315
2008,6,GRAND FROM PERSON,796
2008,6,GRAND FROM PIER,1
2008,6,GRAND FROM STORE-SHOPL,89
2008,6,GRAND FROM TRUCK,11
2008,6,GRAND FROM VEHICLEMOTORCYCLE,421
2008,6,GRAND LARCENY-CHECK FROM MAILB,3
2008,6,GRAND OF AUTO,924
2008,6,GRAND OF AUTO - ATTEM,5
2008,6,GRAND OF BICYCLE,10
2008,6,GRAND OF MOPED,1
2008,6,GRAND OF MOTORCYCLE,80
2008,6,GRAND OF TRUCK,7
2008,6,GRAND OF VEHICULARMOTORCYCLE ACCESSORIES,90
2008,6,GRAND PERSON,23
2008,6,HARASSMENT,5593
2008,6,HEALTHCARERENTREG,1
2008,6,IMITATION PISTOLAIR RIFLE,1
2008,6,IMPAIRED DRIVING,1
2008,6,IMPERSONATION,124
2008,6,IMPRISONMENT,21
2008,6,INCOMPETENT PERSON,1
2008,6,INJECTION OF,1
2008,6,INTENT T,39
2008,6,INTENT TO,168
2008,6,INTERCOURSE,29
2008,6,INTOXICATED DRIVING,624
2008,6,JOSTLING,1
2008,6,KIDNAPPING,4
2008,6,LABOR LAW,2
2008,6,LARCENY,11834
2008,6,LEAVING SCENE-ACCIDENT-PERSONA,342
2008,6,LEWDNESS,94
2008,6,LICENSED MEDALLION CAB,15
2008,6,LIQUOR STORE,1
2008,6,LOITERING,4
2008,6,MAKING TERRORISTIC THREAT,1
2008,6,MANUFACTURE UNAUTHORIZED RECOR,5
2008,6,MARIJUANA,1719
2008,6,MENACING,638
2008,6,MENACING ST DEGREE VICT NOT,6
2008,6,MENACING ST DEGREE VICT PEAC,9
2008,6,MISCHIEF,2726
2008,6,MONEY LAUNDERING,2
2008,6,MOTOR VEHICLE,58
2008,6,MV REGISTRATION,26
2008,6,NECK CHAI,23
2008,6,NECKCHAINJEWELRY,50
2008,6,NIGHT,576
2008,6,NO TAX STAMP,3
2008,6,NUISANCE,4
2008,6,NY STATE LAWS,47
2008,6,OBSCENITY,1
2008,6,OF M,345
2008,6,OF MOTOR,2062
2008,6,OFFENSES AGAINST,1
2008,6,ON BUS OR BUS DRIVER,4
2008,6,OPEN AREA UNCLASSIFIED,1199
2008,6,OTHER,3
2008,6,PARKRR,1
2008,6,PATRONIZING,4
2008,6,PAYROLL,2
2008,6,PEACE OFFICER,164
2008,6,PEDDLING,1
2008,6,PERJURY,3
2008,6,PETIT BY ACQUIRING LOS,27
2008,6,PETIT BY CHECK USE,28
2008,6,PETIT BY CREDIT CARD U,54
2008,6,PETIT BY DISHONEST EMP,45
2008,6,PETIT BY FALSE PROMISE,13
2008,6,PETIT FROM AUTO,1802
2008,6,PETIT FROM BUILDING,1955
2008,6,PETIT FROM COIN MACHIN,7
2008,6,PETIT FROM OPEN AREAS,857
2008,6,PETIT FROM PARKING MET,2
2008,6,PETIT FROM PIER,2
2008,6,PETIT FROM STORE-SHOPL,1521
2008,6,PETIT FROM TRUCK,25
2008,6,PETIT LARCENY-CHECK FROM MAILB,7
2008,6,PETIT OF AUTO,2
2008,6,PETIT OF BICYCLE,180
2008,6,PETIT OF BOAT,1
2008,6,PETIT OF LICENSE PLATE,359
2008,6,PETIT OF MOPED,2
2008,6,PETIT OF MOTORCYCLE,3
2008,6,PETIT OF VEHICLE ACCES,218
2008,6,PHARMACY,10
2008,6,PICK,116
2008,6,POCKETBOOKCARRIED BAG,86
2008,6,POLICE OFFICE,21
2008,6,POLICE OFFICER,7
2008,6,POLICY-,3
2008,6,POSSES OR CARRY A KNIFE,1
2008,6,POSSESS,142
2008,6,POSSESS-,5
2008,6,POSSESSE,7
2008,6,POSSESSI,901
2008,6,POSSESSION,2380
2008,6,POSSESSION HYPODERMIC INSTRUME,5
2008,6,POSSESSUSE,6
2008,6,PRESCRIPTION,6
2008,6,PROMOTING,21
2008,6,PROMOTING A SEXUAL PERFORMANCE,1
2008,6,PROMOTINGSECUR,1
2008,6,PROSTITUTION,5
2008,6,PUBLIC,94
2008,6,PUBLIC ADMINISTATION,221
2008,6,PUBLIC ADMINISTRATION,147
2008,6,PUBLIC CON,1
2008,6,PUBLIC PLACE INSIDE,82
2008,6,PUBLIC SAFETY,2
2008,6,PUBLIC SERVAN,103
2008,6,PURS,89
2008,6,RAPE,112
2008,6,RECKLESS DRIVING,3
2008,6,RECKLESS ENDANGERMENT,262
2008,6,RECKLESS ENDANGERMENT OF PROPE,15
2008,6,RECKLESSY ENDANGERING,1
2008,6,RELATED OFFENSES,31
2008,6,RESIDENCE,1177
2008,6,RESIDENTIAL COMMON AREA,145
2008,6,RESISTING ARREST,241
2008,6,RIOT INCITING,3
2008,6,ROBBERY,1862
2008,6,SALE,266
2008,6,SALE OF UNAUTHORIZED RECORDING,8
2008,6,SALE SCHOOL GROUNDS,7
2008,6,SEXUAL ABUSE,281
2008,6,SEXUAL MISCONDUCT,30
2008,6,SODOMY,41
2008,6,STOLEN PROP-MOTOR VEHICLE RD,1
2008,6,STOLEN PROPERTY,206
2008,6,STOLEN PROPERTY-MOTOR VEH ND,10
2008,6,SUBD,5593
2008,6,TAMPERING,16
2008,6,TAX LAW,37
2008,6,THEFT,31
2008,6,THEFT OF SERVICES,67
2008,6,THEFT OF SERVICES- CABLE TV SE,1
2008,6,TICKET SP,1
2008,6,TRAFFIC,98
2008,6,TRESPASS,582
2008,6,TRUCK DAY,38
2008,6,TRUCK NIGHT,10
2008,6,UN,1955
2008,6,UNATTENDED,329
2008,6,UNAUTH SALE OF TRANS SERVICE,2
2008,6,UNAUTHORIZED USE VEHICLE,171
2008,6,UNCL,591
2008,6,UNCL ND,266
2008,6,UNCLASS,32
2008,6,UNCLASS M,221
2008,6,UNCLASSI,44
2008,6,UNCLASSIF,14
2008,6,UNCLASSIFIE,67
2008,6,UNCLASSIFIED,3468
2008,6,UNCLASSIFIED FEL,31
2008,6,UNCLASSIFIED MIS,14
2008,6,UNCLASSIFIED MISDEMEA,74
2008,6,UNCLASSIFIED MISDEMEAN,98
2008,6,UNCLASSIFIED VIO,4
2008,6,UNCLASSIFIED VIOLATIO,2
2008,6,UNCLASSIFIED VIOLATION,1
2008,6,UNCLASSIFIED-FELO,338
2008,6,UNCLASSIFIED-FELONY,583
2008,6,UNCLASSIFIED-MISDEMEANOR,157
2008,6,UNKNOWN,4
2008,6,UNKNOWN TI,35
2008,6,UNKNOWN TIM,88
2008,6,UNKNOWN TIME,3
2008,6,UNLAWFUL,29
2008,6,UNLICENSED FOR HIRE VEHICLE,11
2008,6,VEH,3
2008,6,VEHICULAR ASSAULT INTOX DRIVE,2
2008,6,VIOLATION OF ORDER OF PROTECTI,301
2008,6,WEAPONS,570
2008,6,WEAPONS POSSESSION,422
2008,7,ACCOSTING,38
2008,7,ADMCODE,96
2008,7,AGGRAVATED CRIMINAL CONTEMPT,3
2008,7,AGGRAVATED HARASSMENT,2743
2008,7,AGGRAVATED SEXUAL ASBUSE,55
2008,7,AGRICULTURE  MARKETS LAW,1
2008,7,ALCOHOL,531
2008,7,ALCOHOL SALE TO,2
2008,7,ALCOHOLIC BEVERAGE CONTROL LAW,4
2008,7,ALCOHOLIC BEVERAGES,1
2008,7,APPEARANCE TICKET FAIL TO RESP,1
2008,7,ARSON,130
2008,7,ASSAULT,5680
2008,7,ASSEMBLY,5
2008,7,ATTEMPT,3
2008,7,BAD,12
2008,7,BAIL JUMPING,14
2008,7,BANK,45
2008,7,BARRESTAURANT,2
2008,7,BICYCLE,26
2008,7,BODEGACONVENIENCE STORE,21
2008,7,BRIBERY,92
2008,7,BURGLARS TOOLS,9
2008,7,BURGLARY,1837
2008,7,BY FIR,9
2008,7,BY FIRE,62
2008,7,CAR JACKING,20
2008,7,CHAIN STORE,26
2008,7,CHECK,12
2008,7,CHECK CASHING BUSINESS,1
2008,7,CHILD,125
2008,7,CHILD ABANDONMENT,4
2008,7,CIVILIAN,2213
2008,7,COERCION,14
2008,7,COMMERCIAL,416
2008,7,COMMERCIAL UNCLASSIFIED,73
2008,7,COMPUTER TAMPERTRESSPASS,2
2008,7,COMPUTER UNAUTH USETAMPER,3
2008,7,CONTEMPT,152
2008,7,CONTROLLED SUBSTANCE,1360
2008,7,COURSE OF SEXUAL CONDUCT AGAIN,1
2008,7,CRIMINAL,3553
2008,7,CRIMINAL CONTEMPT,386
2008,7,CRIMINAL DISPOSAL FIREARM,4
2008,7,CRIMINAL MISCHIEF,1371
2008,7,CRIMINAL MISCHIEF TH,763
2008,7,CRIMINAL SUB,20
2008,7,CUSTODIAL INTERFERENCE,25
2008,7,DAY,929
2008,7,DEVICE,4
2008,7,DISORDERLY CONDUCT,4
2008,7,DRIVERS LICENSE,30
2008,7,DRUG,1
2008,7,DRUG PARAPHERNALIA,13
2008,7,DWELLING,35
2008,7,EAVESDROPPING,2
2008,7,ENDANGERING WELFARE,123
2008,7,ESCAPE,6
2008,7,ETC,905
2008,7,ETC-MISD,167
2008,7,EXPLOSIVE,1
2008,7,EXPOSURE OF A PERSON,3
2008,7,FACILITATION,1
2008,7,FALSE REPORT,1
2008,7,FALSE REPORT BOMB,4
2008,7,FALSE REPORT UNCLASSIFIED,51
2008,7,FIRE,1
2008,7,FIREWORKS,53
2008,7,FORGERY,547
2008,7,FORGERY-ILLEGAL POSSESSION,9
2008,7,FRAUD,812
2008,7,FRAUDULENT,38
2008,7,GAMBLING,16
2008,7,GAS STATION,7
2008,7,GENERAL BUSINESS LAW,4
2008,7,GRAFFIT,763
2008,7,GRAND BY ACQUIRING LOS,34
2008,7,GRAND BY BANK ACCT COMPROMISE-REPRODUCED CHECK,181
2008,7,GRAND BY DISHONEST EMP,39
2008,7,GRAND BY EXTORTION,2
2008,7,GRAND BY FALSE PROMISE,42
2008,7,GRAND BY THEFT OF CREDIT CARD,428
2008,7,GRAND FROM BOAT,1
2008,7,GRAND FROM BUILDING NON-RESIDENCE UNATTENDED,1278
2008,7,GRAND FROM OPEN AREAS,304
2008,7,GRAND FROM PERSON,742
2008,7,GRAND FROM PIER,2
2008,7,GRAND FROM STORE-SHOPL,92
2008,7,GRAND FROM TRUCK,7
2008,7,GRAND FROM VEHICLEMOTORCYCLE,489
2008,7,GRAND LARCENY-CHECK FROM MAILB,3
2008,7,GRAND OF AUTO,1014
2008,7,GRAND OF AUTO - ATTEM,9
2008,7,GRAND OF BICYCLE,12
2008,7,GRAND OF BOAT,1
2008,7,GRAND OF MOPED,2
2008,7,GRAND OF MOTORCYCLE,85
2008,7,GRAND OF TRUCK,6
2008,7,GRAND OF VEHICULARMOTORCYCLE ACCESSORIES,97
2008,7,GRAND PERSON,41
2008,7,HARASSMENT,5490
2008,7,HEALTH CODE,1
2008,7,IMITATION PISTOLAIR RIFLE,6
2008,7,IMPAIRED DRIVING,1
2008,7,IMPERSONATION,101
2008,7,IMPRISONMENT,23
2008,7,INCEST,1
2008,7,INCOMPETENT PERSON,2
2008,7,INTENT T,28
2008,7,INTENT TO,160
2008,7,INTERCOURSE,15
2008,7,INTOXICATED DRIVING,531
2008,7,JOSTLING,2
2008,7,KIDNAPPING,4
2008,7,LARCENY,12582
2008,7,LEAVING SCENE-ACCIDENT-PERSONA,330
2008,7,LEWDNESS,71
2008,7,LICENSED MEDALLION CAB,26
2008,7,LIQUOR STORE,3
2008,7,LOITERING,4
2008,7,LOITERING ST DEGREE FOR DRUG,2
2008,7,LOITERING TO PROMOTE PROSTITUT,1
2008,7,MAKING TERRORISTIC THREAT,4
2008,7,MANUFACTURE UNAUTHORIZED RECOR,6
2008,7,MARIJUANA,1723
2008,7,MENACING,669
2008,7,MENACING ST DEGREE VICT NOT,10
2008,7,MENACING ST DEGREE VICT PEAC,5
2008,7,MISCHIEF,2861
2008,7,MONEY LAUNDERING,1
2008,7,MOTOR VEHICLE,49
2008,7,MV REGISTRATION,21
2008,7,NECK CHAI,41
2008,7,NECKCHAINJEWELRY,63
2008,7,NIGHT,684
2008,7,NUISANCE,4
2008,7,NY STATE LAWS,29
2008,7,OBSCENE MATERIAL - UNDER  YE,1
2008,7,OBSCENITY,3
2008,7,OF M,334
2008,7,OF MOTOR,2164
2008,7,OF TRUCK DRIVER,1
2008,7,ON BUS OR BUS DRIVER,3
2008,7,OPEN AREA UNCLASSIFIED,1262
2008,7,OTHER,3
2008,7,PARKRR,3
2008,7,PEACE OFFICER,148
2008,7,PEDDLING,4
2008,7,PERFORMANCE,2
2008,7,PERJURY,3
2008,7,PERMITTING,1
2008,7,PETIT BY ACQUIRING LOS,25
2008,7,PETIT BY CHECK USE,37
2008,7,PETIT BY CREDIT CARD U,61
2008,7,PETIT BY DISHONEST EMP,48
2008,7,PETIT BY FALSE PROMISE,35
2008,7,PETIT FROM AUTO,2065
2008,7,PETIT FROM BOAT,1
2008,7,PETIT FROM BUILDING,1945
2008,7,PETIT FROM COIN MACHIN,2
2008,7,PETIT FROM OPEN AREAS,840
2008,7,PETIT FROM STORE-SHOPL,1619
2008,7,PETIT FROM TRUCK,14
2008,7,PETIT LARCENY-CHECK FROM MAILB,4
2008,7,PETIT OF AUTO,5
2008,7,PETIT OF BICYCLE,281
2008,7,PETIT OF LICENSE PLATE,383
2008,7,PETIT OF MOPED,2
2008,7,PETIT OF MOTORCYCLE,4
2008,7,PETIT OF VEHICLE ACCES,307
2008,7,PHARMACY,12
2008,7,PICK,108
2008,7,POCKETBOOKCARRIED BAG,86
2008,7,POLICE OFFICE,26
2008,7,POLICE OFFICER,5
2008,7,POLICY-,1
2008,7,POSSES OR CARRY A KNIFE,1
2008,7,POSSESS,168
2008,7,POSSESS-,3
2008,7,POSSESSE,13
2008,7,POSSESSI,857
2008,7,POSSESSION,2455
2008,7,POSSESSION B,1
2008,7,POSSESSION HYPODERMIC INSTRUME,8
2008,7,POSSESSUSE,24
2008,7,PRESCRIPTION,3
2008,7,PROMOTING,9
2008,7,PROSTITUTION,2
2008,7,PUBLIC,71
2008,7,PUBLIC ADMINISTATION,223
2008,7,PUBLIC ADMINISTRATION,131
2008,7,PUBLIC CON,1
2008,7,PUBLIC PLACE INSIDE,51
2008,7,PUBLIC SERVAN,75
2008,7,PURS,71
2008,7,RAPE,106
2008,7,RECKLESS DRIVING,10
2008,7,RECKLESS ENDANGERMENT,317
2008,7,RECKLESS ENDANGERMENT OF PROPE,13
2008,7,RECKLESSY ENDANGERING,2
2008,7,RELATED OFFENSES,22
2008,7,RESIDENCE,1315
2008,7,RESIDENTIAL COMMON AREA,154
2008,7,RESISTING ARREST,235
2008,7,RIOT,2
2008,7,RIOT INCITING,5
2008,7,ROBBERY,1923
2008,7,SALE,271
2008,7,SALE OF UNAUTHORIZED RECORDING,9
2008,7,SALE SCHOOL GROUNDS,6
2008,7,SEXUAL ABUSE,252
2008,7,SEXUAL MISCONDUCT,15
2008,7,SODOMY,32
2008,7,SOLICITATION,3
2008,7,STOLEN PROP-MOTOR VEHICLE RD,1
2008,7,STOLEN PROPERTY,251
2008,7,STOLEN PROPERTY-MOTOR VEH ND,15
2008,7,SUBD,5490
2008,7,TAMPERING,14
2008,7,TAMPERING WITH A WITNESS,1
2008,7,TAX LAW,34
2008,7,THEFT,22
2008,7,THEFT OF SERVICES,51
2008,7,THEFT OF SERVICES- CABLE TV SE,3
2008,7,TICKET SP,4
2008,7,TRAFFIC,101
2008,7,TRESPASS,538
2008,7,TRUCK DAY,34
2008,7,TRUCK NIGHT,12
2008,7,UN,1945
2008,7,UNATTENDED,314
2008,7,UNAUTH SALE OF TRANS SERVICE,5
2008,7,UNAUTHORIZED USE VEHICLE,190
2008,7,UNCL,564
2008,7,UNCL ND,291
2008,7,UNCLASS,22
2008,7,UNCLASS M,223
2008,7,UNCLASSI,44
2008,7,UNCLASSIF,8
2008,7,UNCLASSIFIE,51
2008,7,UNCLASSIFIED,3598
2008,7,UNCLASSIFIED FEL,21
2008,7,UNCLASSIFIED MIS,8
2008,7,UNCLASSIFIED MISDE,1
2008,7,UNCLASSIFIED MISDEMEA,91
2008,7,UNCLASSIFIED MISDEMEAN,101
2008,7,UNCLASSIFIED VIOLATIO,5
2008,7,UNCLASSIFIED VIOLATION,3
2008,7,UNCLASSIFIED-FELO,326
2008,7,UNCLASSIFIED-FELONY,641
2008,7,UNCLASSIFIED-MISDEMEANOR,171
2008,7,UNKNOWN,21
2008,7,UNKNOWN TI,33
2008,7,UNKNOWN TIM,119
2008,7,UNKNOWN TIME,5
2008,7,UNLAWFUL,32
2008,7,UNLICENSED FOR HIRE VEHICLE,6
2008,7,USE OF A CHILD IN A SEXUAL PER,1
2008,7,VEH,9
2008,7,VEHICULAR ASSAULT INTOX DRIVE,2
2008,7,VIOLATION OF ORDER OF PROTECTI,304
2008,7,WEAPONS,576
2008,7,WEAPONS POSSESSION,436
2008,8,ACCOSTING,31
2008,8,ADMCODE,82
2008,8,AGGRAVATED HARASSMENT,2692
2008,8,AGGRAVATED SEXUAL ASBUSE,38
2008,8,ALCOHOL,666
2008,8,ALCOHOL SALE TO,2
2008,8,ALCOHOLIC BEVERAGE CONTROL LAW,3
2008,8,ALCOHOLIC BEVERAGES,5
2008,8,APPEARANCE TICKET FAIL TO RESP,1
2008,8,ARSON,175
2008,8,ASSAULT,5323
2008,8,ASSEMBLY,2
2008,8,ATM LOCATION,1
2008,8,ATTEMPT,15
2008,8,BAD,3
2008,8,BAIL JUMPING,15
2008,8,BANK,32
2008,8,BARRESTAURANT,2
2008,8,BICYCLE,15
2008,8,BODEGACONVENIENCE STORE,22
2008,8,BOOKMAK,1
2008,8,BRIBERY,98
2008,8,BUILDING MATERIAL,1
2008,8,BURGLARS TOOLS,16
2008,8,BURGLARY,1889
2008,8,BY FIR,6
2008,8,BY FIRE,44
2008,8,CAR JACKING,18
2008,8,CHAIN STORE,20
2008,8,CHECK,3
2008,8,CHECK CASHING BUSINESS,8
2008,8,CHILD,109
2008,8,CHILD ABANDONMENT,2
2008,8,CIGARETTE,1
2008,8,CIVILIAN,2171
2008,8,COERCION,17
2008,8,COMMERCIAL,387
2008,8,COMMERCIAL UNCLASSIFIED,64
2008,8,COMPUTER TAMPERTRESSPASS,5
2008,8,COMPUTER UNAUTH USETAMPER,3
2008,8,CONSPIRACY,3
2008,8,CONTEMPT,131
2008,8,CONTROLLED SUBSTANCE,1365
2008,8,COURSE OF SEXUAL CONDUCT AGAIN,2
2008,8,CRIMINAL,3698
2008,8,CRIMINAL CONTEMPT,368
2008,8,CRIMINAL DISPOSAL FIREARM,2
2008,8,CRIMINAL MISCHIEF,1449
2008,8,CRIMINAL MISCHIEF TH,663
2008,8,CRIMINAL SUB,23
2008,8,CUSTODIAL INTERFERENCE,22
2008,8,DAY,960
2008,8,DEVIATE,3
2008,8,DEVICE,3
2008,8,DISORDERLY CONDUCT,8
2008,8,DRIVERS LICENSE,25
2008,8,DRUG,3
2008,8,DRUG PARAPHERNALIA,13
2008,8,DWELLING,37
2008,8,EAVESDROPPING,4
2008,8,ENDANGERING WELFARE,106
2008,8,ESCAPE,5
2008,8,ETC,982
2008,8,ETC-MISD,149
2008,8,EXPOSURE OF A PERSON,1
2008,8,FALSE REPORT,8
2008,8,FALSE REPORT BOMB,5
2008,8,FALSE REPORT UNCLASSIFIED,49
2008,8,FIRE,8
2008,8,FIREWORKS,1
2008,8,FORGERY,571
2008,8,FORGERY-ILLEGAL POSSESSION,4
2008,8,FRAUD,683
2008,8,FRAUDULENT,31
2008,8,GAMBLING,23
2008,8,GAS STATION,5
2008,8,GENERAL BUSINESS LAW,4
2008,8,GRAFFIT,663
2008,8,GRAFFITI ADMINISTRATIVE CODE-,1
2008,8,GRAND BY ACQUIRING LOS,44
2008,8,GRAND BY BANK ACCT COMPROMISE-REPRODUCED CHECK,188
2008,8,GRAND BY DISHONEST EMP,49
2008,8,GRAND BY EXTORTION,6
2008,8,GRAND BY FALSE PROMISE,34
2008,8,GRAND BY THEFT OF CREDIT CARD,416
2008,8,GRAND FROM BUILDING NON-RESIDENCE UNATTENDED,1282
2008,8,GRAND FROM COIN MACHIN,1
2008,8,GRAND FROM OPEN AREAS,318
2008,8,GRAND FROM PERSON,753
2008,8,GRAND FROM PIER,2
2008,8,GRAND FROM STORE-SHOPL,119
2008,8,GRAND FROM TRUCK,3
2008,8,GRAND FROM VEHICLEMOTORCYCLE,548
2008,8,GRAND LARCENY-CHECK FROM MAILB,2
2008,8,GRAND OF AUTO,1130
2008,8,GRAND OF AUTO - ATTEM,9
2008,8,GRAND OF BICYCLE,19
2008,8,GRAND OF BOAT,1
2008,8,GRAND OF MOPED,6
2008,8,GRAND OF MOTORCYCLE,100
2008,8,GRAND OF TRUCK,28
2008,8,GRAND OF VEHICULARMOTORCYCLE ACCESSORIES,105
2008,8,GRAND PERSON,41
2008,8,HARASSMENT,5370
2008,8,HEALTH CODE,1
2008,8,IMITATION PISTOLAIR RIFLE,5
2008,8,IMPAIRED DRIVING,3
2008,8,IMPERSONATION,106
2008,8,IMPRISONMENT,31
2008,8,INCOMPETENT PERSON,1
2008,8,INTENT T,33
2008,8,INTENT TO,164
2008,8,INTERCOURSE,28
2008,8,INTOXICATED DRIVING,666
2008,8,JOSTLING,2
2008,8,KIDNAPPING,3
2008,8,LARCENY,13002
2008,8,LEAVING SCENE-ACCIDENT-PERSONA,342
2008,8,LEWDNESS,67
2008,8,LICENSED MEDALLION CAB,20
2008,8,LIQUOR STORE,1
2008,8,LOITERING,4
2008,8,MAKING TERRORISTIC THREAT,1
2008,8,MANUFACTURE UNAUTHORIZED RECOR,6
2008,8,MARIJUANA,1924
2008,8,MARRIAGE,1
2008,8,MENACING,634
2008,8,MENACING ST DEGREE VICT NOT,6
2008,8,MENACING ST DEGREE VICT PEAC,8
2008,8,MISCHIEF,3019
2008,8,MOTOR VEHICLE,92
2008,8,MV REGISTRATION,24
2008,8,NECK CHAI,41
2008,8,NECKCHAINJEWELRY,66
2008,8,NIGHT,693
2008,8,NO TAX STAMP,1
2008,8,NUISANCE,1
2008,8,NY STATE LAWS,45
2008,8,OBSCENE MATERIAL - UNDER  YE,2
2008,8,OBSCENITY,1
2008,8,OF M,362
2008,8,OF MOTOR,2335
2008,8,OF TRUCK DRIVER,1
2008,8,OFFENSES AGAINST,2
2008,8,ON BUS OR BUS DRIVER,2
2008,8,OPEN AREA UNCLASSIFIED,1321
2008,8,OTHER,3
2008,8,PARKRR,3
2008,8,PATRONIZING,3
2008,8,PAYROLL,2
2008,8,PEACE OFFICER,131
2008,8,PEDDLING,2
2008,8,PETIT BY ACQUIRING LOS,24
2008,8,PETIT BY CHECK USE,36
2008,8,PETIT BY CREDIT CARD U,63
2008,8,PETIT BY DISHONEST EMP,43
2008,8,PETIT BY FALSE PROMISE,27
2008,8,PETIT FROM AUTO,2170
2008,8,PETIT FROM BUILDING,1945
2008,8,PETIT FROM COIN MACHIN,2
2008,8,PETIT FROM OPEN AREAS,852
2008,8,PETIT FROM STORE-SHOPL,1629
2008,8,PETIT FROM TRUCK,20
2008,8,PETIT LARCENY-CHECK FROM MAILB,8
2008,8,PETIT OF AUTO,5
2008,8,PETIT OF BICYCLE,290
2008,8,PETIT OF LICENSE PLATE,356
2008,8,PETIT OF MOPED,4
2008,8,PETIT OF MOTORCYCLE,4
2008,8,PETIT OF VEHICLE ACCES,330
2008,8,PHARMACY,2
2008,8,PICK,96
2008,8,POCKETBOOKCARRIED BAG,89
2008,8,POLICE OFFICE,21
2008,8,POLICE OFFICER,5
2008,8,POSSES OR CARRY A KNIFE,1
2008,8,POSSESS,157
2008,8,POSSESS-,2
2008,8,POSSESSE,13
2008,8,POSSESSI,870
2008,8,POSSESSION,2660
2008,8,POSSESSION B,3
2008,8,POSSESSION HYPODERMIC INSTRUME,5
2008,8,PRESCRIPTION,9
2008,8,PROMOTING,17
2008,8,PROMOTINGSECUR,1
2008,8,PROSTITUTION,4
2008,8,PUBLIC,67
2008,8,PUBLIC ADMINISTATION,201
2008,8,PUBLIC ADMINISTRATION,139
2008,8,PUBLIC CON,5
2008,8,PUBLIC HEALTH LAW,1
2008,8,PUBLIC PLACE INSIDE,73
2008,8,PUBLIC SERVAN,85
2008,8,PURS,103
2008,8,RAPE,121
2008,8,RECKLESS DRIVING,3
2008,8,RECKLESS ENDANGERMENT,265
2008,8,RECKLESS ENDANGERMENT OF PROPE,18
2008,8,RECKLESSY ENDANGERING,1
2008,8,RELATED OFFENSES,17
2008,8,RESIDENCE,1379
2008,8,RESIDENTIAL COMMON AREA,162
2008,8,RESISTING ARREST,248
2008,8,RIOT INCITING,6
2008,8,ROBBERY,1976
2008,8,SALE,265
2008,8,SALE OF UNAUTHORIZED RECORDING,12
2008,8,SALE SCHOOL GROUNDS,4
2008,8,SALES OF PRESCRIPTION,1
2008,8,SEXUAL ABUSE,217
2008,8,SEXUAL MISCONDUCT,31
2008,8,SODOMY,29
2008,8,STOLEN PROP-MOTOR VEHICLE RD,1
2008,8,STOLEN PROPERTY,242
2008,8,STOLEN PROPERTY-MOTOR VEH ND,23
2008,8,SUBD,5370
